"","X1","YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","Latitude","Longitude","LocationId","State"
"99",38541,2011,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",20.6,16.66,25.27,"Did not currently use marijuana",79.4,74.73,83.34,836,"Male","Total","Total","37.645970271000465"," -84.77497104799966","21","Kentucky"
"100",38742,2011,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",10.5,6.16,17.44,"Did not currently use marijuana",89.5,82.56,93.84,154,"Female","White","12th","47.47531977900047"," -100.11842104899966","38","North Dakota"
"101",39065,2011,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",21.5,17.6,26,"Did not currently use marijuana",78.5,74,82.4,526,"Total","Total","10th","32.83968109300048"," -83.62758034599966","13","Georgia"
"102",39921,2011,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",20.8,15.56,27.26,"Did not currently use marijuana",79.2,72.74,84.44,188,"Female","Hispanic or Latino","Total","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"103",40136,1997,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",43.4,31.03,56.7,"Did not currently use marijuana",56.6,43.3,68.97,128,"Female","White","12th","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"104",41070,2001,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",23.5,19.97,27.43,"Did not currently use marijuana",76.5,72.57,80.03,486,"Total","White","10th","47.06652897200047"," -109.42442064499971","30","Montana"
"105",41828,2003,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",27.6,22.92,32.72,"Did not currently use marijuana",72.4,67.28,77.08,832,"Male","Total","10th","43.62538123900049"," -72.51764079099962","50","Vermont"
"106",42003,1995,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",28.1,21.22,36.08,"Did not currently use marijuana",71.9,63.92,78.78,149,"Male","Total","12th","39.493240390000494"," -117.07184056399967","32","Nevada"
"107",42571,2001,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",16.6,11.46,23.31,"Did not currently use marijuana",83.4,76.69,88.54,224,"Total","Hispanic or Latino","10th","28.932040377000476"," -81.92896053899966","12","Florida"
"108",43187,2013,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",16.8,10.42,25.83,"Did not currently use marijuana",83.2,74.17,89.58,120,"Total","White","12th","64.84507995700051"," -147.72205903599973","02","Alaska"
"109",43362,2007,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",18.6,7.47,39.36,"Did not currently use marijuana",81.4,60.64,92.53,152,"Male","Total","11th","21.304850435000446"," -157.85774940299973","15","Hawaii"
"110",43488,2015,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",18.8,18.23,19.47,"Did not currently use marijuana",81.2,80.53,81.77,52699,"Total","Total","Total","39.29058096400047"," -76.60926011099963","24","Maryland"
"111",43928,2005,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",20.9,16.86,25.58,"Did not currently use marijuana",79.1,74.42,83.14,282,"Total","White","11th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"112",44153,1993,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",9.8,7.44,12.89,"Did not currently use marijuana",90.2,87.11,92.56,1216,"Total","Total","9th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"113",44221,1993,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",22.3,17.46,28.01,"Did not currently use marijuana",77.7,71.99,82.54,308,"Male","White","11th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"114",44679,1993,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",13.7,10.85,17.17,"Did not currently use marijuana",86.3,82.83,89.15,431,"Female","Total","10th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"115",44690,1997,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",29.4,24.42,34.91,"Did not currently use marijuana",70.6,65.09,75.58,366,"Male","Total","10th","40.06021014100048"," -82.40426005599966","39","Ohio"
"116",45134,2009,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",16.7,11.61,23.49,"Did not currently use marijuana",83.3,76.51,88.39,101,"Male","White","10th","40.13057004800049"," -74.27369128799967","34","New Jersey"
"117",45505,2013,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",15.9,13.7,18.48,"Did not currently use marijuana",84.1,81.52,86.3,1577,"Male","White","Total","37.54268067400045"," -78.45789046299967","51","Virginia"
"118",45612,2009,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",22.5,12.9,36.38,"Did not currently use marijuana",77.5,63.62,87.1,221,"Male","Hispanic or Latino","Total","35.466220975000454"," -79.15925046299964","37","North Carolina"
"119",46055,2005,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",12.9,8.71,18.7,"Did not currently use marijuana",87.1,81.3,91.29,255,"Female","Total","9th","47.47531977900047"," -100.11842104899966","38","North Dakota"
"120",46263,2005,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",19.5,11.88,30.25,"Did not currently use marijuana",80.5,69.75,88.12,243,"Female","White","12th","44.6613195430005"," -84.71439026999968","26","Michigan"
"121",46681,2013,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",9,5.38,14.64,"Did not currently use marijuana",91,85.36,94.62,122,"Male","Asian","11th","42.82700103200045"," -75.54397042699964","36","New York"
"122",47120,1991,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",3.9,1.78,8.34,"Did not currently use marijuana",96.1,91.66,98.22,286,"Female","Black or African American","12th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"123",47505,2013,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",21.9,17.14,27.47,"Did not currently use marijuana",78.1,72.53,82.86,279,"Male","Asian","12th","39.29058096400047"," -76.60926011099963","24","Maryland"
"124",47537,1997,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",8.9,5.48,13.99,"Did not currently use marijuana",91.1,86.01,94.52,210,"Female","Total","11th","32.745510099000455"," -89.53803082499968","28","Mississippi"
"125",48023,1993,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",17.9,8.15,34.8,"Did not currently use marijuana",82.1,65.2,91.85,113,"Female","Black or African American","Total","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"126",48170,1999,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",25.8,22.4,29.42,"Did not currently use marijuana",74.2,70.58,77.6,1622,"Male","Total","Total","42.82700103200045"," -75.54397042699964","36","New York"
"127",48392,2005,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",16.3,13.92,18.99,"Did not currently use marijuana",83.7,81.01,86.08,4795,"Female","Total","Total","42.82700103200045"," -75.54397042699964","36","New York"
"128",49294,2015,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",10.9,9.94,11.9,"Did not currently use marijuana",89.1,88.1,90.06,7197,"Male","Total","9th","39.29058096400047"," -76.60926011099963","24","Maryland"
"129",49482,2015,"Alcohol and Other Drug Use","Other Drug Use","Current marijuana use","Currently used marijuana","one or more times during the 30 days before the survey",28.4,26.96,29.91,"Did not currently use marijuana",71.6,70.09,73.04,3576,"Total","White","12th","43.62538123900049"," -72.51764079099962","50","Vermont"
"130",298,2009,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",44.8,38.04,51.7,"Did not currently drink alcohol",55.2,48.3,61.96,238,"Total","Hispanic or Latino","Total","39.008830667000495"," -75.57774116799965","10","Delaware"
"131",568,2013,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",19.9,15.28,25.48,"Did not currently drink alcohol",80.1,74.52,84.72,246,"Male","Black or African American","Total","32.83968109300048"," -83.62758034599966","13","Georgia"
"132",875,2013,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",48.3,40.84,55.83,"Did not currently drink alcohol",51.7,44.17,59.16,231,"Male","Total","12th","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"133",1063,2009,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",39,34.98,43.11,"Did not currently drink alcohol",61,56.89,65.02,1306,"Total","Total","Total","35.47203135600046"," -97.52107021399968","40","Oklahoma"
"134",1327,2007,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",45.1,39.61,50.78,"Did not currently drink alcohol",54.9,49.22,60.39,1135,"Male","White","Total","44.6613195430005"," -84.71439026999968","26","Michigan"
"135",1749,1995,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",42.5,38.21,46.8,"Did not currently drink alcohol",57.5,53.2,61.79,548,"Female","Total","11th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"136",2862,2005,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",48.6,38.95,58.28,"Did not currently drink alcohol",51.4,41.72,61.05,189,"Female","Total","10th","38.843840757000464"," -106.13361092099967","08","Colorado"
"137",3465,2009,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",40.1,36.31,43.92,"Did not currently drink alcohol",59.9,56.08,63.69,580,"Male","White","Total","38.66551020200046"," -80.71264013499967","54","West Virginia"
